Component Pins:
Owner   Type  Dir         Value  Name
    28  s32   OUT             0  hm2_7i94.0.encoder.00.count
    28  s32   OUT             0  hm2_7i94.0.encoder.00.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.00.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.00.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.00.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.00.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.00.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.00.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.00.position
    28  float OUT             0  hm2_7i94.0.encoder.00.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.00.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.00.quad-error-enable
    28  s32   OUT             2  hm2_7i94.0.encoder.00.rawcounts
    28  s32   OUT             2  hm2_7i94.0.encoder.00.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.00.reset
    28  float OUT             0  hm2_7i94.0.encoder.00.velocity
    28  float OUT             0  hm2_7i94.0.encoder.00.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.01.count
    28  s32   OUT             0  hm2_7i94.0.encoder.01.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.01.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.01.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.01.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.01.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.01.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.01.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.01.position
    28  float OUT             0  hm2_7i94.0.encoder.01.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.01.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.01.quad-error-enable
    28  s32   OUT             2  hm2_7i94.0.encoder.01.rawcounts
    28  s32   OUT             2  hm2_7i94.0.encoder.01.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.01.reset
    28  float OUT             0  hm2_7i94.0.encoder.01.velocity
    28  float OUT             0  hm2_7i94.0.encoder.01.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.02.count
    28  s32   OUT             0  hm2_7i94.0.encoder.02.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.02.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.02.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.02.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.02.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.02.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.02.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.02.position
    28  float OUT             0  hm2_7i94.0.encoder.02.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.02.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.02.quad-error-enable
    28  s32   OUT         65534  hm2_7i94.0.encoder.02.rawcounts
    28  s32   OUT         65534  hm2_7i94.0.encoder.02.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.02.reset
    28  float OUT             0  hm2_7i94.0.encoder.02.velocity
    28  float OUT             0  hm2_7i94.0.encoder.02.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.03.count
    28  s32   OUT             0  hm2_7i94.0.encoder.03.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.03.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.03.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.03.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.03.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.03.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.03.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.03.position
    28  float OUT             0  hm2_7i94.0.encoder.03.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.03.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.03.quad-error-enable
    28  s32   OUT         65534  hm2_7i94.0.encoder.03.rawcounts
    28  s32   OUT         65534  hm2_7i94.0.encoder.03.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.03.reset
    28  float OUT             0  hm2_7i94.0.encoder.03.velocity
    28  float OUT             0  hm2_7i94.0.encoder.03.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.04.count
    28  s32   OUT             0  hm2_7i94.0.encoder.04.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.04.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.04.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.04.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.04.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.04.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.04.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.04.position
    28  float OUT             0  hm2_7i94.0.encoder.04.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.04.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.04.quad-error-enable
    28  s32   OUT         65534  hm2_7i94.0.encoder.04.rawcounts
    28  s32   OUT         65534  hm2_7i94.0.encoder.04.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.04.reset
    28  float OUT             0  hm2_7i94.0.encoder.04.velocity
    28  float OUT             0  hm2_7i94.0.encoder.04.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.05.count
    28  s32   OUT             0  hm2_7i94.0.encoder.05.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.05.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.05.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.05.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.05.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.05.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.05.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.05.position
    28  float OUT             0  hm2_7i94.0.encoder.05.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.05.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.05.quad-error-enable
    28  s32   OUT         65534  hm2_7i94.0.encoder.05.rawcounts
    28  s32   OUT         65534  hm2_7i94.0.encoder.05.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.05.reset
    28  float OUT             0  hm2_7i94.0.encoder.05.velocity
    28  float OUT             0  hm2_7i94.0.encoder.05.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.06.count
    28  s32   OUT             0  hm2_7i94.0.encoder.06.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.06.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.06.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.06.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.06.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.06.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.06.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.06.position
    28  float OUT             0  hm2_7i94.0.encoder.06.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.06.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.06.quad-error-enable
    28  s32   OUT         65534  hm2_7i94.0.encoder.06.rawcounts
    28  s32   OUT         65534  hm2_7i94.0.encoder.06.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.06.reset
    28  float OUT             0  hm2_7i94.0.encoder.06.velocity
    28  float OUT             0  hm2_7i94.0.encoder.06.velocity-rpm
    
    28  s32   OUT             0  hm2_7i94.0.encoder.07.count
    28  s32   OUT             0  hm2_7i94.0.encoder.07.count-latched
    28  bit   I/O         FALSE  hm2_7i94.0.encoder.07.index-enable
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.07.input-a
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.07.input-b
    28  bit   OUT          TRUE  hm2_7i94.0.encoder.07.input-index
    28  bit   IN          FALSE  hm2_7i94.0.encoder.07.latch-enable
    28  bit   IN          FALSE  hm2_7i94.0.encoder.07.latch-polarity
    28  float OUT             0  hm2_7i94.0.encoder.07.position
    28  float OUT             0  hm2_7i94.0.encoder.07.position-latched
    28  bit   OUT         FALSE  hm2_7i94.0.encoder.07.quad-error
    28  bit   IN          FALSE  hm2_7i94.0.encoder.07.quad-error-enable
    28  s32   OUT         65534  hm2_7i94.0.encoder.07.rawcounts
    28  s32   OUT         65534  hm2_7i94.0.encoder.07.rawlatch
    28  bit   IN          FALSE  hm2_7i94.0.encoder.07.reset
    28  float OUT             0  hm2_7i94.0.encoder.07.velocity
    28  float OUT             0  hm2_7i94.0.encoder.07.velocity-rpm
    
    28  bit   IN          FALSE  hm2_7i94.0.encoder.hires-timestamp
    28  u32   IN     0x007F2815  hm2_7i94.0.encoder.muxed-sample-frequency
    28  u32   IN     0x00000000  hm2_7i94.0.encoder.muxed-skew
    28  s32   IN             -1  hm2_7i94.0.encoder.timer-number
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.000.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.000.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.001.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.001.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.002.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.002.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.003.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.003.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.004.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.004.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.005.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.005.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.006.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.006.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.007.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.007.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.008.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.008.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.009.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.009.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.010.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.010.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.011.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.011.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.012.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.012.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.013.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.013.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.013.out
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.014.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.014.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.014.out
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.015.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.015.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.015.out
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.016.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.016.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.016.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.017.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.017.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.018.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.018.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.019.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.019.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.020.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.020.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.021.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.021.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.022.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.022.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.023.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.023.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.024.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.024.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.025.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.025.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.026.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.026.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.027.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.027.in_not
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.028.in
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.028.in_not
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.029.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.029.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.029.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.030.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.030.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.030.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.031.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.031.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.031.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.032.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.032.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.032.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.033.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.033.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.033.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.034.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.034.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.034.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.035.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.035.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.035.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.036.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.036.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.036.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.037.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.037.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.037.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.038.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.038.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.038.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.039.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.039.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.039.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.040.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.040.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.040.out
    28  bit   OUT          TRUE  hm2_7i94.0.gpio.041.in
    28  bit   OUT         FALSE  hm2_7i94.0.gpio.041.in_not
    28  bit   IN          FALSE  hm2_7i94.0.gpio.041.out
    28  bit   IN          FALSE  hm2_7i94.0.led.CR01
    28  bit   IN          FALSE  hm2_7i94.0.led.CR02
    28  bit   IN          FALSE  hm2_7i94.0.led.CR03
    28  bit   IN          FALSE  hm2_7i94.0.led.CR04
    28  bit   OUT         FALSE  hm2_7i94.0.packet-error
    28  bit   OUT         FALSE  hm2_7i94.0.packet-error-exceeded
    28  s32   OUT             0  hm2_7i94.0.packet-error-level
    28  s32   OUT             0  hm2_7i94.0.read-request.time
    28  s32   OUT             0  hm2_7i94.0.read.time
    28  u32   OUT    0x00000000  hm2_7i94.0.sserial.port-0.fault-count
    28  u32   OUT    0x00000000  hm2_7i94.0.sserial.port-0.port_state
    28  u32   OUT    0x00000000  hm2_7i94.0.sserial.port-0.port_state2
    28  u32   OUT    0x00000000  hm2_7i94.0.sserial.port-0.port_state3
    28  bit   IN           TRUE  hm2_7i94.0.sserial.port-0.run
    28  bit   I/O         FALSE  hm2_7i94.0.watchdog.has_bit
    28  s32   OUT             0  hm2_7i94.0.write.time
